Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Cunningham In,Cunningham Out,Maggie In,Maggie Out,Pole Creek In,Pole Creek Out,Sherman In,Sherman Out,Grouse In,Grouse Out,Engineer In,Engineer Out,Ouray In,Ouray Out,Governor In,Governor Out,Kroger In,Kroger Out,Telluride In,Telluride Out,Chapman In,Chapman Out,Kamm Traverse In,Kamm Traverse Out,Putnam In,Putnam Out,Finish
75,64,,Rich,Limacher,male,,,,00:00:00,03:12:00,03:17:00,05:51:00,05:56:00,07:28:00,07:31:00,10:43:00,10:53:00,17:16:00,17:40:00,21:05:00,21:10:00,24:47:00,25:17:00,28:21:00,28:26:00,30:58:00,31:08:00,33:13:00,"","","","","","","",""
76,65,,Roger,Wiegand,male,,,,00:00:00,03:25:00,03:31:00,06:18:00,06:23:00,08:02:00,08:10:00,11:42:00,12:16:00,19:18:00,19:31:00,22:08:00,22:17:00,24:58:00,25:14:00,28:16:00,28:26:00,30:27:00,30:39:00,33:15:00,"","","","","","","",""
77,66,,Regis,Shivers,male,,,,00:00:00,02:14:00,02:16:00,04:16:00,04:17:00,05:26:00,05:26:00,07:37:00,07:43:00,11:26:00,11:26:00,13:36:00,13:43:00,15:31:00,15:51:00,18:28:00,"","","","","","","","","","","",""
78,67,,Ralph,Adolphs,male,,,,00:00:00,02:34:00,02:42:00,04:59:00,05:03:00,06:22:00,06:28:00,08:51:00,09:09:00,13:50:00,14:17:00,16:46:00,16:59:00,19:57:00,"","","","","","","","","","","","","",""
79,68,,Steve,Pattillo,male,,,,00:00:00,02:42:00,02:43:00,05:02:00,05:07:00,06:25:00,06:31:00,09:04:00,09:13:00,13:59:00,14:21:00,17:02:00,17:21:00,20:41:00,"","","","","","","","","","","","","",""
80,69,,Ernst,Baer,male,,,,00:00:00,02:58:00,03:00:00,05:22:00,05:24:00,06:50:00,06:50:00,09:41:00,09:51:00,14:31:00,14:34:00,17:21:00,17:25:00,20:45:00,"","","","","","","","","","","","","",""
81,12,,Debbie,Berner,female,,,,00:00:00,02:46:00,02:48:00,05:32:00,05:36:00,06:56:00,07:00:00,09:43:00,09:50:00,14:57:00,15:18:00,18:08:00,18:13:00,21:26:00,"","","","","","","","","","","","","",""
82,13,,Ginny,LaForme,female,,,,00:00:00,02:40:00,02:45:00,05:12:00,05:14:00,06:40:00,06:46:00,10:58:00,11:05:00,15:40:00,15:59:00,18:40:00,18:45:00,22:18:00,"","","","","","","","","","","","","",""
83,70,,Jim,Reed,male,,,,00:00:00,02:45:00,02:51:00,05:18:00,05:24:00,06:45:00,06:48:00,09:20:00,09:28:00,14:20:00,14:35:00,17:23:00,17:28:00,20:55:00,24:23:00,"","","","","","","","","","","","",""
84,71,,Bob,Boeder,male,,,,00:00:00,03:05:00,03:07:00,06:03:00,06:04:00,07:35:00,07:38:00,10:32:00,10:44:00,17:09:00,17:09:00,21:19:00,21:25:00,25:22:00,"","","","","","","","","","","","","",""
85,72,,Harry,Smith,male,,,,00:00:00,03:12:00,03:14:00,06:07:00,06:09:00,07:34:00,07:54:00,11:11:00,11:14:00,18:33:00,18:56:00,22:45:00,22:54:00,25:30:00,"","","","","","","","","","","","","",""
86,73,,Brandon,Sybrowsky,male,,,,00:00:00,02:16:00,02:19:00,04:09:00,04:12:00,05:13:00,05:14:00,07:10:00,07:13:00,11:05:00,"","","","","","","","","","","","","","","","","",""
87,74,,Joe,Clapper,male,,,,00:00:00,02:16:00,02:17:00,04:13:00,04:14:00,05:14:00,05:14:00,07:14:00,07:14:00,11:08:00,"","","","","","","","","","","","","","","","","",""
88,75,,Scott,Jurek,male,,,,00:00:00,02:18:00,02:21:00,04:18:00,04:18:00,05:15:00,05:16:00,07:27:00,07:29:00,12:05:00,"","","","","","","","","","","","","","","","","",""
89,76,,Eric,Clifton,male,,,,00:00:00,02:10:00,02:12:00,04:15:00,04:16:00,05:33:00,05:35:00,08:04:00,08:09:00,12:07:00,"","","","","","","","","","","","","","","","","",""
90,77,,Dan,Meyers,male,,,,00:00:00,02:21:00,02:23:00,04:32:00,04:32:00,05:28:00,05:40:00,07:51:00,07:59:00,12:39:00,"","","","","","","","","","","","","","","","","",""
91,78,,Tim,Hewitt,male,,,,00:00:00,02:26:00,02:29:00,04:39:00,04:41:00,06:06:00,06:08:00,08:52:00,08:55:00,14:21:00,"","","","","","","","","","","","","","","","","",""
92,79,,Brick,Robbins,male,,,,00:00:00,02:44:00,02:50:00,05:12:00,05:14:00,06:31:00,06:33:00,09:04:00,09:17:00,14:25:00,"","","","","","","","","","","","","","","","","",""
93,80,,Albert,Meyer,male,,,,00:00:00,02:32:00,02:36:00,04:49:00,04:51:00,06:08:00,06:10:00,08:45:00,09:01:00,14:33:00,"","","","","","","","","","","","","","","","","",""
94,81,,William,Rideg,male,,,,00:00:00,02:51:00,02:56:00,05:18:00,05:20:00,06:39:00,06:43:00,09:12:00,09:30:00,14:34:00,"","","","","","","","","","","","","","","","","",""
95,82,,Stan,Beutler,male,,,,00:00:00,02:40:00,02:44:00,05:05:00,05:08:00,06:32:00,06:34:00,09:25:00,09:36:00,14:58:00,"","","","","","","","","","","","","","","","","",""
96,83,,Odin,Christensen,male,,,,00:00:00,02:35:00,02:42:00,05:01:00,05:04:00,06:25:00,06:31:00,09:13:00,09:25:00,15:11:00,"","","","","","","","","","","","","","","","","",""
97,84,,Michael,Jensen,male,,,,00:00:00,03:03:00,03:07:00,05:45:00,05:54:00,07:16:00,07:25:00,10:18:00,10:34:00,15:15:00,"","","","","","","","","","","","","","","","","",""
98,85,,Kenneth,Zimmer,male,,,,00:00:00,02:50:00,02:52:00,05:24:00,05:28:00,06:53:00,06:55:00,09:47:00,09:51:00,15:29:00,15:46:00,"","","","","","","","","","","","","","","","",""
99,86,,Brad,Hatten,male,,,,00:00:00,02:54:00,03:02:00,05:50:00,05:54:00,07:23:00,07:28:00,10:17:00,10:29:00,16:13:00,"","","","","","","","","","","","","","","","","",""
100,87,,Jeffrey,Jensen,male,,,,00:00:00,03:03:00,03:07:00,05:45:00,05:53:00,07:16:00,07:25:00,10:18:00,10:37:00,16:15:00,"","","","","","","","","","","","","","","","","",""
101,88,,Jim,Fisher,male,,,,00:00:00,02:41:00,02:45:00,05:22:00,05:27:00,06:57:00,07:07:00,10:00:00,10:15:00,16:19:00,"","","","","","","","","","","","","","","","","",""
102,89,,James,Ballard,male,,,,00:00:00,03:10:00,03:19:00,06:06:00,06:09:00,07:35:00,07:46:00,10:51:00,11:09:00,16:52:00,"","","","","","","","","","","","","","","","","",""
103,90,,Larry,Ranney,male,,,,00:00:00,02:56:00,03:04:00,05:38:00,05:52:00,07:14:00,07:25:00,10:27:00,10:56:00,16:53:00,"","","","","","","","","","","","","","","","","",""
104,91,,Randall,Dunn,male,,,,00:00:00,02:40:00,02:46:00,05:22:00,05:27:00,06:56:00,07:08:00,10:02:00,10:32:00,17:10:00,"","","","","","","","","","","","","","","","","",""
105,92,,Chip,Tuthill,male,,,,00:00:00,02:59:00,03:02:00,05:37:00,05:39:00,07:01:00,07:05:00,09:49:00,10:10:00,17:41:00,"","","","","","","","","","","","","","","","","",""
106,93,,Duane,Arter,male,,,,00:00:00,03:21:00,03:23:00,06:51:00,06:54:00,08:40:00,08:45:00,11:58:00,12:09:00,18:50:00,"","","","","","","","","","","","","","","","","",""
107,14,,Andrea,Feucht,female,,,,00:00:00,03:12:00,03:19:00,06:17:00,06:25:00,08:01:00,08:10:00,11:32:00,12:10:00,19:24:00,"","","","","","","","","","","","","","","","","",""
107,14,,Sylvia,Wiegand,female,,,,00:00:00,03:25:00,03:32:00,06:20:00,06:24:00,08:05:00,08:10:00,11:42:00,12:16:00,19:24:00,"","","","","","","","","","","","","","","","","",""
109,94,,Duncan,Orr,male,,,,00:00:00,02:47:00,02:51:00,05:25:00,05:29:00,06:56:00,07:00:00,09:58:00,"","","","","","","","","","","","","","","","","","","",""
110,95,,Frederick,Stafford,male,,,,00:00:00,02:46:00,02:50:00,05:27:00,05:29:00,06:56:00,07:03:00,10:11:00,"","","","","","","","","","","","","","","","","","","",""
111,96,,Reid,Lanham,male,,,,00:00:00,02:58:00,03:02:00,06:25:00,06:31:00,08:00:00,08:02:00,11:02:00,"","","","","","","","","","","","","","","","","","","",""
112,97,,Mick,Justin,male,,,,00:00:00,03:13:00,03:17:00,06:24:00,06:39:00,09:16:00,09:28:00,12:40:00,"","","","","","","","","","","","","","","","","","","",""
113,98,,Patrick,Tomada,male,,,,00:00:00,03:51:00,03:53:00,07:40:00,07:46:00,09:55:00,09:59:00,14:00:00,"","","","","","","","","","","","","","","","","","","",""
114,99,,Randy,Davidson,male,,,,00:00:00,03:12:00,03:15:00,06:34:00,"","","","","","","","","","","","","","","","","","","","","","","",""
