Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Kamm Traverse In,Kamm Traverse Out,Chapman In,Chapman Out,Telluride In,Telluride Out,Kroger In,Kroger Out,Governor In,Governor Out,Ouray In,Ouray Out,Engineer In,Engineer Out,Grouse In,Grouse Out,Sherman In,Sherman Out,Pole Creek In,Pole Creek Out,Maggie In,Maggie Out,Cunningham In,Cunningham Out,Finish
76,67,205,Mike,Weigand,male,38,VT,US,00:00:00,03:24:00,03:29:00,05:50:00,05:59:00,09:24:00,09:40:00,12:01:00,12:09:00,12:59:00,13:06:00,14:47:00,15:08:00,18:17:00,18:31:00,21:31:00,22:13:00,27:55:00,28:41:00,32:17:00,32:33:00,34:25:00,34:41:00,38:00:00,38:38:00,43:23:00
77,68,151,Eric,Hodges,male,63,CO,US,00:00:00,03:40:00,03:45:00,06:25:00,06:32:00,10:06:00,10:21:00,12:38:00,12:42:00,13:33:00,13:37:00,15:28:00,16:02:00,19:22:00,19:27:00,22:14:00,22:53:00,28:35:00,29:06:00,32:59:00,33:09:00,35:03:00,35:15:00,38:16:00,39:21:00,43:44:00
78,69,196,John,Sharp,male,35,TX,US,00:00:00,03:29:00,03:33:00,05:58:00,06:02:00,09:43:00,09:49:00,12:07:00,12:10:00,12:55:00,12:57:00,14:37:00,14:48:00,18:03:00,18:07:00,20:39:00,21:00:00,26:59:00,27:29:00,31:55:00,32:01:00,34:00:00,34:49:00,38:08:00,38:29:00,43:49:00
79,70,197,Alan,Smith,male,43,CO,US,00:00:00,03:40:00,03:42:00,06:07:00,06:12:00,09:54:00,10:06:00,12:35:00,12:41:00,13:33:00,13:37:00,15:29:00,15:44:00,19:37:00,19:45:00,22:47:00,23:03:00,29:27:00,30:01:00,33:49:00,33:50:00,35:47:00,35:57:00,38:59:00,39:25:00,43:52:00
80,71,19,Mark,Heaphy,male,50,MT,US,00:00:00,03:29:00,03:31:00,05:46:00,05:55:00,09:30:00,09:49:00,12:26:00,12:29:00,13:15:00,13:16:00,15:05:00,15:36:00,19:49:00,19:55:00,22:53:00,23:45:00,29:27:00,29:57:00,33:43:00,33:44:00,35:30:00,35:47:00,38:43:00,39:12:00,44:08:00
81,10,180,Kerry,Owens,female,49,DC,US,00:00:00,03:56:00,03:58:00,06:44:00,06:47:00,10:39:00,10:50:00,13:34:00,13:41:00,14:36:00,14:39:00,16:19:00,16:33:00,20:34:00,20:40:00,23:30:00,23:45:00,29:48:00,29:57:00,34:10:00,34:17:00,36:12:00,36:17:00,39:24:00,39:32:00,44:20:00
82,72,22,Dennis,Drey,male,61,NM,US,00:00:00,03:44:00,03:48:00,06:18:00,06:22:00,08:21:00,08:28:00,"","",13:39:00,13:42:00,15:38:00,15:59:00,20:11:00,20:26:00,23:11:00,23:40:00,29:28:00,29:48:00,33:49:00,34:00:00,35:49:00,36:03:00,38:57:00,39:19:00,44:24:00
83,73,191,Gary,Redwine,male,55,OR,US,00:00:00,03:47:00,03:50:00,06:40:00,06:45:00,10:39:00,10:50:00,13:55:00,13:59:00,15:05:00,15:08:00,17:02:00,17:15:00,21:01:00,21:06:00,23:38:00,23:52:00,29:31:00,29:46:00,34:01:00,34:13:00,36:11:00,37:12:00,40:02:00,40:12:00,44:25:00
84,74,133,Ernie,Floyd,male,58,UT,US,00:00:00,03:46:00,03:50:00,06:14:00,06:20:00,10:07:00,10:22:00,12:56:00,12:59:00,13:49:00,13:54:00,15:47:00,16:23:00,20:12:00,20:30:00,23:03:00,24:30:00,29:34:00,29:59:00,33:43:00,33:48:00,35:33:00,35:43:00,38:43:00,39:22:00,44:38:00
85,75,139,Harris,Goodman,male,47,CA,US,00:00:00,03:54:00,03:59:00,06:55:00,07:02:00,10:50:00,11:06:00,13:37:00,13:45:00,14:42:00,14:49:00,16:32:00,16:52:00,20:57:00,21:06:00,23:57:00,24:12:00,29:59:00,30:19:00,34:03:00,34:12:00,35:59:00,36:12:00,39:30:00,39:43:00,44:53:00
86,76,24,Rodger,Wrublik,male,55,CO,US,00:00:00,03:50:00,03:52:00,06:23:00,06:27:00,10:27:00,10:33:00,13:16:00,13:19:00,14:08:00,14:09:00,16:15:00,16:37:00,20:44:00,21:00:00,23:44:00,24:19:00,30:24:00,30:50:00,35:21:00,35:26:00,37:25:00,37:40:00,40:34:00,40:44:00,45:00:00
87,77,163,Brad,Koenig,male,36,NJ,US,00:00:00,03:16:00,03:19:00,05:47:00,06:00:00,09:22:00,09:28:00,12:12:00,12:18:00,13:11:00,13:14:00,14:59:00,17:55:00,21:27:00,21:35:00,23:48:00,24:20:00,29:56:00,30:37:00,34:51:00,35:01:00,36:38:00,37:05:00,40:06:00,40:42:00,45:29:00
88,78,198,Julian,Smith,male,46,CO,US,00:00:00,03:25:00,03:28:00,06:01:00,06:06:00,09:54:00,10:13:00,12:47:00,12:51:00,13:55:00,14:02:00,15:54:00,16:20:00,20:05:00,20:13:00,22:56:00,23:13:00,29:23:00,29:53:00,33:59:00,34:18:00,36:09:00,37:02:00,40:09:00,40:31:00,45:36:00
89,79,114,Noe,Castanon,male,42,CA,US,00:00:00,03:54:00,03:57:00,06:41:00,06:45:00,10:34:00,10:38:00,13:20:00,13:24:00,14:15:00,14:17:00,15:53:00,16:13:00,19:50:00,19:57:00,22:23:00,22:51:00,29:07:00,29:20:00,33:28:00,33:40:00,35:42:00,35:55:00,39:38:00,40:02:00,45:52:00
90,80,195,Doug,Seaver,male,32,CA,US,00:00:00,03:40:00,03:44:00,06:14:00,06:23:00,10:10:00,10:31:00,12:58:00,13:06:00,14:01:00,14:09:00,15:50:00,16:14:00,20:06:00,20:18:00,23:14:00,23:57:00,29:36:00,30:05:00,33:57:00,34:11:00,35:59:00,37:07:00,40:06:00,40:48:00,46:07:00
91,81,156,Beat,Jegerlehner,male,43,CA,US,00:00:00,03:21:00,03:26:00,05:47:00,05:53:00,09:30:00,10:00:00,12:22:00,12:26:00,13:22:00,13:22:00,15:14:00,16:12:00,19:52:00,20:09:00,22:42:00,23:40:00,29:25:00,29:59:00,34:04:00,34:17:00,36:10:00,37:02:00,40:14:00,41:36:00,46:16:00
92,82,150,Roy,Heger,male,58,OH,US,00:00:00,04:00:00,04:16:00,07:07:00,07:14:00,11:24:00,11:40:00,14:19:00,14:27:00,15:45:00,15:51:00,18:02:00,18:27:00,22:42:00,22:47:00,25:32:00,25:42:00,31:57:00,32:04:00,36:26:00,37:01:00,38:53:00,39:01:00,42:37:00,42:37:00,47:05:00
93,11,215,Liz,Bauer,female,53,GA,US,00:00:00,04:05:00,04:07:00,06:53:00,06:56:00,10:59:00,11:05:00,14:08:00,14:09:00,15:06:00,15:07:00,17:15:00,17:47:00,22:13:00,22:22:00,24:51:00,24:55:00,31:08:00,31:14:00,35:39:00,35:39:00,37:32:00,37:38:00,41:08:00,41:25:00,47:11:00
94,83,26,Robert,Andrulis,male,45,AZ,US,00:00:00,03:42:00,03:44:00,06:18:00,06:22:00,10:27:00,10:45:00,13:31:00,13:32:00,14:22:00,14:27:00,16:24:00,16:47:00,20:52:00,20:58:00,23:39:00,24:14:00,29:53:00,30:25:00,34:35:00,34:57:00,36:39:00,37:35:00,41:04:00,41:34:00,47:18:00
95,84,202,Doug,Sullivan,male,51,DC,US,00:00:00,04:06:00,04:09:00,06:54:00,06:54:00,10:58:00,11:04:00,14:17:00,14:21:00,15:21:00,15:28:00,17:40:00,18:01:00,22:47:00,22:52:00,25:22:00,25:51:00,31:40:00,31:50:00,36:00:00,36:08:00,38:00:00,38:12:00,41:46:00,41:58:00,47:40:00
96,85,168,Bill,Losey,male,41,CO,US,00:00:00,03:34:00,03:39:00,06:17:00,06:23:00,10:27:00,10:41:00,13:34:00,13:41:00,14:36:00,14:42:00,16:51:00,17:14:00,21:24:00,21:32:00,24:39:00,24:54:00,31:24:00,31:47:00,35:58:00,36:05:00,38:00:00,38:12:00,41:46:00,41:58:00,47:40:00
97,86,28,James,Ficke,male,51,TX,US,00:00:00,03:22:00,03:25:00,05:53:00,06:00:00,09:50:00,09:50:00,12:12:00,12:18:00,13:09:00,13:13:00,15:00:00,15:21:00,19:26:00,20:07:00,22:56:00,25:52:00,32:22:00,32:45:00,36:36:00,37:01:00,38:51:00,39:01:00,42:39:00,42:58:00,47:43:00
98,12,184,Deb,Pero,female,58,NM,US,00:00:00,04:08:00,04:12:00,06:52:00,06:59:00,11:15:00,11:29:00,14:18:00,14:23:00,15:36:00,15:43:00,17:50:00,18:15:00,22:28:00,22:40:00,25:24:00,25:28:00,32:02:00,32:28:00,36:26:00,36:53:00,38:52:00,39:01:00,42:47:00,43:00:00,47:49:00
99,87,142,Rich,Haefele,male,45,CO,US,00:00:00,03:55:00,03:58:00,06:32:00,06:39:00,11:02:00,11:19:00,14:09:00,14:09:00,15:07:00,15:09:00,17:16:00,17:35:00,21:34:00,21:45:00,24:39:00,25:02:00,31:21:00,31:35:00,35:52:00,36:16:00,38:05:00,38:17:00,42:17:00,"",""
100,13,127,Elizabeth,Everly,female,43,AZ,US,00:00:00,03:53:00,03:55:00,06:43:00,06:45:00,10:47:00,10:55:00,13:42:00,13:46:00,14:44:00,14:48:00,17:15:00,17:38:00,21:35:00,21:45:00,24:16:00,24:16:00,31:07:00,31:19:00,36:00:00,36:11:00,38:13:00,38:21:00,43:06:00,"",""
101,88,105,James,Ballard,male,62,OR,US,00:00:00,04:02:00,04:07:00,07:04:00,07:17:00,11:51:00,12:01:00,15:15:00,15:20:00,16:34:00,16:43:00,19:04:00,19:32:00,23:56:00,24:00:00,26:48:00,27:04:00,33:44:00,34:00:00,38:48:00,38:57:00,41:08:00,41:13:00,44:30:00,"",""
102,14,2,Diana,Finkel,female,41,CO,US,00:00:00,02:31:00,02:32:00,04:10:00,04:11:00,06:34:00,06:34:00,08:22:00,08:22:00,08:54:00,08:54:00,09:57:00,09:58:00,12:24:00,12:24:00,13:54:00,13:54:00,18:02:00,18:04:00,21:33:00,21:34:00,23:23:00,23:23:00,"","",""
103,89,145,Garry,Harrington,male,52,CO,US,00:00:00,03:21:00,03:23:00,05:34:00,05:37:00,09:08:00,09:21:00,11:33:00,11:37:00,12:17:00,12:18:00,13:51:00,14:05:00,17:07:00,17:12:00,19:22:00,19:35:00,25:12:00,25:27:00,28:57:00,29:11:00,31:08:00,"","","",""
104,15,102,Honey,Albrecht,female,53,AZ,US,00:00:00,03:49:00,03:53:00,06:18:00,06:24:00,09:57:00,10:12:00,12:40:00,12:44:00,13:37:00,13:41:00,15:34:00,15:52:00,19:44:00,19:52:00,22:31:00,23:01:00,28:45:00,29:14:00,33:18:00,33:45:00,35:38:00,35:55:00,"","",""
105,90,176,Warren,Muldoon,male,56,CA,US,00:00:00,04:00:00,04:03:00,06:52:00,06:58:00,10:58:00,11:03:00,13:43:00,13:47:00,14:45:00,14:48:00,16:33:00,16:45:00,20:39:00,20:44:00,23:31:00,23:39:00,29:56:00,30:03:00,34:36:00,34:40:00,36:41:00,37:36:00,"","",""
106,91,136,Devin,Gardiner,male,35,CO,US,00:00:00,03:29:00,03:34:00,05:53:00,06:01:00,09:44:00,09:56:00,12:33:00,12:38:00,13:33:00,13:43:00,15:40:00,16:13:00,21:16:00,22:09:00,24:49:00,26:20:00,32:30:00,33:10:00,37:17:00,37:33:00,39:50:00,"","","",""
107,92,157,Jack,Jewell,male,59,CO,US,00:00:00,03:56:00,04:00:00,06:44:00,06:53:00,11:07:00,11:30:00,14:02:00,14:08:00,15:13:00,15:19:00,17:11:00,17:44:00,21:37:00,21:42:00,24:23:00,24:46:00,31:17:00,31:41:00,37:18:00,38:12:00,40:15:00,"","","",""
108,93,116,Kerry,Collings,male,63,UT,US,00:00:00,03:49:00,03:51:00,06:37:00,06:40:00,11:00:00,11:24:00,14:04:00,14:09:00,15:20:00,15:30:00,17:48:00,18:05:00,22:28:00,22:40:00,25:49:00,26:05:00,33:03:00,33:14:00,38:19:00,38:25:00,40:42:00,42:00:00,"","",""
109,94,121,Reid,Delman,male,44,CO,US,00:00:00,04:05:00,04:10:00,06:54:00,06:58:00,11:11:00,11:28:00,14:17:00,14:22:00,15:22:00,15:32:00,17:48:00,18:07:00,22:28:00,22:38:00,25:35:00,25:50:00,32:27:00,32:51:00,38:40:00,39:31:00,42:50:00,"","","",""
110,95,199,Scott,Snyder,male,57,CO,US,00:00:00,03:42:00,03:48:00,06:30:00,06:38:00,10:45:00,10:45:00,13:24:00,13:24:00,14:34:00,14:36:00,16:47:00,16:53:00,21:07:00,21:13:00,23:54:00,23:56:00,30:18:00,"","","","","","","",""
111,96,206,Hans,Dieter Weisshaar,male,72,,,00:00:00,04:08:00,04:09:00,06:57:00,07:04:00,11:26:00,11:31:00,14:38:00,14:42:00,15:54:00,16:02:00,18:11:00,18:23:00,22:42:00,22:47:00,25:23:00,25:39:00,32:11:00,"","","","","","","",""
112,97,162,Robert,King,male,51,TX,US,00:00:00,03:55:00,03:58:00,06:44:00,06:50:00,11:05:00,11:21:00,14:07:00,14:09:00,15:14:00,15:16:00,17:11:00,17:44:00,21:34:00,21:39:00,24:23:00,25:26:00,31:49:00,32:17:00,"","","","","","",""
113,98,124,Randall,Dunn,male,57,CO,US,00:00:00,03:49:00,03:53:00,06:45:00,06:52:00,11:32:00,11:32:00,14:21:00,14:28:00,15:43:00,15:50:00,17:52:00,19:09:00,23:58:00,24:15:00,27:41:00,28:08:00,34:50:00,"","","","","","","",""
114,16,194,Jennifer,Roach,female,59,CO,US,00:00:00,04:13:00,04:16:00,07:22:00,07:29:00,11:56:00,13:04:00,15:21:00,15:22:00,16:54:00,16:56:00,19:37:00,19:48:00,25:10:00,25:13:00,28:03:00,28:13:00,36:05:00,"","","","","","","",""
115,99,148,Donnie,Haubert,male,34,CO,US,00:00:00,02:43:00,02:46:00,04:34:00,04:34:00,07:17:00,07:17:00,09:20:00,09:23:00,09:58:00,09:59:00,11:12:00,11:19:00,14:19:00,14:31:00,17:02:00,17:02:00,"","","","","","","","",""
116,100,177,Jeason,Murphy,male,33,CO,US,00:00:00,02:41:00,02:42:00,04:33:00,04:33:00,07:23:00,07:24:00,09:36:00,09:40:00,10:19:00,10:21:00,11:33:00,11:44:00,15:08:00,15:58:00,18:23:00,18:23:00,"","","","","","","","",""
117,101,204,James,Varner,male,35,WA,US,00:00:00,03:20:00,03:22:00,05:31:00,05:40:00,08:55:00,09:01:00,11:18:00,11:22:00,11:52:00,11:53:00,13:15:00,13:24:00,16:43:00,16:48:00,19:01:00,19:18:00,"","","","","","","","",""
118,102,18,Kris,Quandt,male,38,WY,US,00:00:00,03:05:00,03:09:00,05:11:00,05:13:00,08:17:00,08:25:00,10:45:00,10:47:00,11:34:00,11:38:00,13:14:00,13:26:00,17:18:00,17:47:00,20:34:00,20:34:00,"","","","","","","","",""
119,103,125,Rob,Erskine,male,42,CO,US,00:00:00,03:10:00,03:15:00,05:34:00,05:46:00,09:14:00,09:33:00,11:59:00,12:04:00,12:54:00,12:58:00,14:28:00,14:51:00,18:28:00,18:36:00,21:55:00,21:55:00,"","","","","","","","",""
120,104,108,Steve,Bremner,male,57,CO,US,00:00:00,03:05:00,03:06:00,05:18:00,05:21:00,08:29:00,08:40:00,10:55:00,10:59:00,12:00:00,12:08:00,13:47:00,14:09:00,20:34:00,20:47:00,24:02:00,"","","","","","","","","",""
121,105,17,Scott,Brockmeier,male,50,GA,US,00:00:00,04:03:00,04:06:00,07:05:00,07:13:00,12:04:00,12:31:00,15:13:00,15:15:00,16:34:00,16:38:00,18:43:00,19:02:00,24:04:00,24:15:00,27:11:00,"","","","","","","","","",""
122,106,106,Andrew,Barney,male,40,UT,US,00:00:00,03:56:00,04:00:00,06:45:00,06:49:00,11:28:00,11:43:00,14:54:00,15:01:00,16:08:00,16:19:00,18:33:00,18:58:00,24:01:00,24:14:00,28:06:00,"","","","","","","","","",""
123,17,169,Kim,Love-Ottobre,female,47,OH,US,00:00:00,04:07:00,04:10:00,07:04:00,07:09:00,11:37:00,11:50:00,14:57:00,15:02:00,16:20:00,16:23:00,18:51:00,19:21:00,24:29:00,24:43:00,28:28:00,"","","","","","","","","",""
124,107,171,Glen,Mangiantini,male,55,WA,US,00:00:00,04:13:00,04:17:00,07:24:00,07:33:00,12:08:00,12:17:00,15:48:00,15:57:00,17:14:00,17:24:00,19:56:00,20:35:00,26:10:00,26:43:00,28:50:00,"","","","","","","","","",""
125,108,113,Jim,Campiformio,male,62,CT,US,00:00:00,04:01:00,04:04:00,06:51:00,06:58:00,11:01:00,11:20:00,14:09:00,14:09:00,15:06:00,15:09:00,17:14:00,17:38:00,22:30:00,22:38:00,25:53:00,29:00:00,"","","","","","","","",""
126,109,175,Tom,Mowchan,male,44,CA,US,00:00:00,03:42:00,03:46:00,06:18:00,06:23:00,10:27:00,10:43:00,13:16:00,13:20:00,14:21:00,14:25:00,16:44:00,16:57:00,23:09:00,24:04:00,26:55:00,31:00:00,"","","","","","","","",""
127,110,165,John,Koester,male,63,CA,US,00:00:00,03:55:00,04:00:00,06:49:00,06:55:00,11:21:00,11:37:00,14:44:00,14:53:00,16:13:00,16:20:00,18:54:00,19:22:00,24:25:00,24:30:00,27:39:00,39:00:00,"","","","","","","","",""
128,111,129,Mike,Farris,male,39,CO,US,00:00:00,02:49:00,02:50:00,04:53:00,04:55:00,08:16:00,08:23:00,10:56:00,10:59:00,11:54:00,11:55:00,13:34:00,13:34:00,"","","","","","","","","","","","",""
129,112,185,Steve,Pero,male,61,NM,US,00:00:00,04:08:00,04:12:00,06:51:00,06:59:00,11:15:00,11:29:00,14:19:00,14:23:00,15:50:00,15:54:00,17:55:00,17:55:00,"","","","","","","","","","","","",""
130,113,154,Clemente,Izurieta,male,46,MT,US,00:00:00,03:25:00,03:29:00,05:53:00,06:00:00,09:56:00,10:34:00,13:16:00,13:24:00,14:36:00,14:42:00,17:12:00,17:55:00,"","","","","","","","","","","","",""
131,18,152,Sheila,Huss,female,37,CO,US,00:00:00,04:00:00,04:05:00,06:58:00,07:04:00,11:25:00,11:39:00,14:19:00,14:29:00,15:51:00,16:02:00,18:34:00,18:34:00,"","","","","","","","","","","","",""
132,19,137,Susan,Gardner,female,48,NM,US,00:00:00,03:53:00,03:56:00,06:37:00,06:44:00,10:52:00,11:04:00,14:19:00,14:21:00,15:44:00,16:10:00,18:48:00,18:48:00,"","","","","","","","","","","","",""
133,114,192,Axel,Reissnecker,male,59,TX,US,00:00:00,04:05:00,04:09:00,07:10:00,07:13:00,11:45:00,12:02:00,15:21:00,15:22:00,16:43:00,16:45:00,18:48:00,19:12:00,"","","","","","","","","","","","",""
134,115,189,Joe,Prusaitis,male,58,TX,US,00:00:00,03:56:00,03:59:00,07:20:00,07:29:00,11:45:00,12:03:00,15:41:00,15:48:00,16:53:00,16:56:00,19:04:00,19:26:00,"","","","","","","","","","","","",""
135,116,172,Brian,McNeill,male,54,MD,US,00:00:00,03:42:00,03:45:00,06:34:00,06:43:00,11:16:00,11:31:00,14:39:00,14:47:00,15:57:00,16:15:00,18:41:00,20:30:00,"","","","","","","","","","","","",""
136,117,120,Dick,Curtis,male,67,CO,US,00:00:00,03:55:00,04:01:00,07:05:00,07:15:00,12:05:00,12:26:00,15:54:00,16:02:00,17:48:00,17:48:00,"","","","","","","","","","","","","","",""
137,118,135,Martin,Fritzhand,male,69,OH,US,00:00:00,04:10:00,04:16:00,07:16:00,07:22:00,11:52:00,12:09:00,15:29:00,15:37:00,18:01:00,18:01:00,"","","","","","","","","","","","","","",""
138,119,211,John,Wojciechowski,male,39,UT,US,00:00:00,03:53:00,04:00:00,07:06:00,07:21:00,13:00:00,13:15:00,"","","","","","","","","","","","","","","","","","",""
139,120,201,Edward,Strickland,male,56,CO,US,00:00:00,04:31:00,04:33:00,08:35:00,08:45:00,14:11:00,14:11:00,"","","","","","","","","","","","","","","","","","",""
140,121,186,Rollin,Perry,male,73,IA,US,00:00:00,05:42:00,05:48:00,09:43:00,09:48:00,15:39:00,15:39:00,"","","","","","","","","","","","","","","","","","",""
