Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Cunningham In,Cunningham Out,Maggie In,Maggie Out,Pole Creek In,Pole Creek Out,Sherman In,Sherman Out,Grouse In,Grouse Out,Engineer In,Engineer Out,Ouray In,Ouray Out,Governor In,Governor Out,Kroger In,Kroger Out,Telluride In,Telluride Out,Chapman In,Chapman Out,Kamm Traverse In,Kamm Traverse Out,Putnam In,Putnam Out,Finish
71,63,104,Dennis,Aslett,male,58,ID,US,00:00:00,02:35:00,02:38:00,04:56:00,04:57:00,06:06:00,06:08:00,08:34:00,08:43:00,13:59:00,14:13:00,17:08:00,17:19:00,20:06:00,20:27:00,23:47:00,24:08:00,25:59:00,26:00:00,27:31:00,27:51:00,32:39:00,33:05:00,37:05:00,37:14:00,40:49:00,40:55:00,43:21:06
72,9,182,Diana,Widdowson,female,41,PA,US,00:00:00,02:49:00,02:49:00,05:25:00,05:27:00,06:43:00,06:47:00,09:25:00,09:33:00,14:56:00,15:03:00,17:56:00,18:21:00,21:22:00,21:45:00,25:15:00,25:26:00,27:20:00,27:25:00,29:08:00,29:23:00,34:40:00,34:52:00,38:36:00,38:37:00,41:34:00,41:36:00,43:23:29
73,64,37,Kirk,McCarville,male,53,AZ,US,00:00:00,02:27:00,02:27:00,04:41:00,04:42:00,05:50:00,05:52:00,08:16:00,08:23:00,13:42:00,13:43:00,16:50:00,16:53:00,20:07:00,20:54:00,24:13:00,24:18:00,26:22:00,26:33:00,27:58:00,28:21:00,33:55:00,34:05:00,37:44:00,37:59:00,41:30:00,41:34:00,43:43:52
74,10,181,Liz,Walker,female,48,GA,US,00:00:00,02:59:00,03:00:00,05:29:00,05:33:00,06:48:00,06:50:00,09:31:00,09:34:00,14:39:00,14:57:00,17:47:00,17:50:00,20:38:00,21:02:00,24:46:00,24:54:00,26:56:00,27:05:00,28:29:00,28:48:00,34:05:00,34:31:00,38:13:00,38:16:00,41:45:00,41:50:00,43:51:15
75,65,137,Jeff,Heasley,male,40,CO,US,00:00:00,02:51:00,02:52:00,05:26:00,05:27:00,06:51:00,06:55:00,09:40:00,09:45:00,15:38:00,15:41:00,18:51:00,18:54:00,21:38:00,22:18:00,25:36:00,25:40:00,27:07:00,27:08:00,28:46:00,28:57:00,34:08:00,34:45:00,38:17:00,38:22:00,41:30:00,41:36:00,43:54:34
76,66,148,Andrew,Matulionis,male,42,MT,US,00:00:00,02:35:00,02:35:00,05:01:00,05:02:00,06:19:00,06:22:00,08:49:00,09:12:00,15:03:00,16:09:00,19:08:00,19:40:00,22:29:00,23:25:00,26:10:00,26:25:00,28:36:00,28:43:00,29:41:00,30:08:00,35:02:00,35:26:00,38:34:00,38:44:00,41:56:00,41:59:00,44:11:38
77,67,162,Bud,Phillips,male,60,CA,US,00:00:00,02:45:00,02:46:00,05:18:00,05:21:00,"","",09:25:00,09:37:00,15:49:00,16:13:00,19:02:00,19:11:00,22:13:00,22:37:00,25:54:00,26:10:00,28:25:00,28:31:00,30:07:00,30:42:00,34:58:00,35:15:00,38:34:00,38:45:00,41:56:00,41:59:00,44:13:59
78,68,30,Larry,Hall,male,53,IL,US,00:00:00,02:29:00,02:29:00,04:49:00,04:52:00,06:00:00,06:01:00,08:25:00,08:36:00,13:59:00,14:18:00,17:25:00,17:36:00,20:49:00,21:45:00,25:10:00,25:21:00,27:14:00,27:17:00,28:29:00,28:57:00,33:23:00,33:44:00,37:33:00,37:51:00,41:38:00,41:42:00,44:15:26
79,69,141,Lance,Johnson,male,41,NM,US,00:00:00,02:46:00,02:46:00,05:10:00,05:13:00,06:26:00,06:27:00,08:52:00,09:06:00,14:17:00,14:35:00,17:01:00,17:08:00,19:53:00,20:42:00,23:56:00,25:05:00,26:58:00,27:06:00,28:34:00,29:19:00,34:06:00,34:47:00,38:17:00,38:38:00,41:56:00,42:15:00,44:23:13
80,70,155,Markus,Mueller,male,43,CO,US,00:00:00,02:35:00,02:37:00,04:56:00,04:59:00,06:08:00,06:09:00,08:36:00,08:44:00,14:13:00,14:31:00,17:14:00,17:19:00,19:42:00,19:58:00,22:58:00,23:09:00,24:55:00,24:57:00,26:31:00,26:51:00,32:17:00,32:41:00,37:12:00,37:30:00,41:40:00,41:44:00,44:33:23
81,71,158,David,Pease,male,44,UT,US,00:00:00,02:34:00,02:34:00,05:02:00,05:03:00,06:14:00,06:16:00,08:40:00,08:50:00,13:52:00,14:08:00,16:47:00,16:53:00,19:46:00,20:15:00,23:36:00,23:41:00,25:38:00,25:44:00,27:32:00,28:01:00,32:59:00,33:10:00,37:05:00,37:10:00,41:28:00,41:34:00,44:34:33
82,72,132,Rich,Haefele,male,40,CO,US,00:00:00,02:58:00,03:00:00,05:29:00,05:30:00,06:43:00,06:47:00,09:22:00,09:34:00,14:42:00,14:58:00,17:48:00,17:56:00,20:42:00,21:19:00,24:22:00,25:00:00,26:45:00,26:54:00,28:23:00,28:50:00,33:34:00,33:56:00,37:51:00,38:15:00,41:56:00,42:11:00,44:57:45
83,73,34,Jerry,Bloom,male,54,CA,US,00:00:00,02:46:00,02:46:00,05:33:00,05:35:00,06:57:00,07:14:00,09:53:00,10:00:00,15:41:00,15:43:00,19:06:00,19:15:00,22:23:00,23:09:00,26:09:00,26:13:00,28:04:00,28:12:00,29:40:00,29:50:00,34:34:00,34:47:00,38:36:00,38:46:00,42:35:00,42:43:00,45:17:25
84,74,163,Don,Platt,male,53,CO,US,00:00:00,02:43:00,02:43:00,05:16:00,05:17:00,06:46:00,06:47:00,09:40:00,09:53:00,15:26:00,15:44:00,18:41:00,18:55:00,22:11:00,22:34:00,25:43:00,25:56:00,27:55:00,27:55:00,29:38:00,29:59:00,35:19:00,35:48:00,39:55:00,40:03:00,43:15:00,43:21:00,45:18:30
85,75,138,Eric,Hodges,male,58,CA,US,00:00:00,02:45:00,02:57:00,05:05:00,05:08:00,06:15:00,06:18:00,08:48:00,09:06:00,14:01:00,14:45:00,17:25:00,17:40:00,20:33:00,21:42:00,24:38:00,24:50:00,26:25:00,26:33:00,28:20:00,29:06:00,33:45:00,34:15:00,37:54:00,38:26:00,42:30:00,42:42:00,45:30:45
86,76,107,Daniel,Benhammou,male,27,CO,US,00:00:00,02:46:00,02:50:00,05:11:00,05:12:00,06:27:00,06:31:00,09:13:00,09:31:00,14:38:00,15:34:00,18:17:00,18:49:00,21:49:00,22:31:00,25:52:00,26:05:00,27:49:00,27:54:00,29:44:00,30:17:00,35:07:00,35:45:00,39:20:00,39:32:00,43:08:00,43:23:00,46:00:37
87,77,100,Hans,Dieter Weisshaar,male,67,,,00:00:00,03:02:00,03:02:00,05:39:00,05:40:00,07:06:00,07:13:00,09:49:00,09:56:00,15:28:00,15:28:00,18:34:00,18:35:00,21:21:00,22:00:00,25:12:00,25:22:00,27:17:00,27:20:00,28:53:00,29:08:00,34:25:00,34:44:00,39:08:00,39:30:00,43:42:00,43:51:00,46:27:01
88,78,35,Craig,Wilson,male,58,ME,US,00:00:00,02:46:00,02:46:00,05:17:00,05:18:00,06:40:00,06:44:00,09:31:00,09:39:00,15:22:00,15:42:00,18:37:00,18:41:00,21:55:00,22:31:00,25:41:00,25:50:00,27:42:00,27:47:00,29:19:00,29:45:00,35:01:00,35:22:00,39:29:00,39:38:00,43:42:00,43:51:00,46:35:53
89,79,165,Daniel,Probst,male,28,WA,US,00:00:00,02:33:00,02:33:00,05:02:00,05:03:00,06:17:00,06:22:00,09:00:00,09:07:00,16:03:00,16:21:00,19:25:00,19:33:00,22:41:00,23:00:00,26:26:00,26:31:00,28:25:00,28:38:00,30:16:00,30:31:00,36:16:00,36:36:00,41:05:00,41:16:00,44:48:00,44:53:00,46:40:12
90,80,173,Mike,Smith,male,49,IN,US,00:00:00,02:53:00,02:53:00,05:48:00,05:53:00,07:22:00,07:23:00,10:22:00,10:44:00,16:23:00,16:43:00,19:32:00,19:39:00,22:36:00,23:05:00,26:23:00,26:31:00,28:33:00,28:34:00,30:04:00,30:36:00,36:06:00,36:26:00,40:31:00,40:39:00,44:17:00,44:19:00,46:49:08
91,81,166,John,Prohira,male,53,NY,US,00:00:00,03:04:00,03:07:00,05:51:00,05:54:00,07:13:00,07:21:00,10:07:00,10:19:00,16:27:00,16:48:00,19:34:00,19:46:00,23:10:00,24:26:00,27:09:00,27:13:00,29:05:00,29:07:00,30:41:00,31:04:00,36:13:00,36:29:00,40:40:00,40:45:00,44:17:00,44:19:00,46:49:38
92,11,136,Margaret,Heaphy,female,52,MT,US,00:00:00,03:10:00,03:15:00,05:59:00,06:05:00,07:27:00,07:28:00,10:19:00,10:36:00,16:53:00,18:27:00,21:40:00,21:45:00,24:29:00,24:47:00,27:55:00,28:05:00,29:55:00,29:58:00,31:23:00,31:42:00,36:15:00,37:17:00,41:05:00,41:10:00,44:53:00,44:57:00,46:56:35
93,82,193,Robert,Andrulis,male,40,AZ,US,00:00:00,03:00:00,03:00:00,05:34:00,05:37:00,07:05:00,07:16:00,10:09:00,10:24:00,16:17:00,16:45:00,19:46:00,19:54:00,22:57:00,23:33:00,26:33:00,26:34:00,28:55:00,28:59:00,30:27:00,30:50:00,36:09:00,36:40:00,40:30:00,40:39:00,44:17:00,44:19:00,47:04:24
94,83,44,John,DeWalt,male,71,PA,US,00:00:00,02:58:00,02:58:00,05:43:00,05:46:00,07:13:00,07:20:00,10:23:00,10:35:00,16:36:00,16:56:00,19:58:00,20:08:00,22:46:00,23:17:00,26:33:00,26:34:00,28:42:00,28:46:00,30:18:00,30:47:00,36:03:00,36:23:00,40:44:00,40:58:00,44:52:00,44:58:00,47:36:23
95,84,131,Ray,Gruenewald,male,47,WA,US,00:00:00,03:04:00,03:07:00,05:56:00,06:01:00,07:25:00,07:30:00,10:31:00,10:52:00,16:35:00,16:53:00,19:47:00,19:55:00,22:34:00,23:01:00,26:12:00,26:29:00,28:20:00,28:37:00,30:12:00,30:31:00,36:00:00,36:23:00,40:42:00,40:55:00,44:52:00,44:57:00,47:39:15
96,85,36,George,Hitzfeld,male,47,TX,US,00:00:00,02:51:00,02:51:00,05:38:00,05:40:00,07:06:00,07:19:00,10:04:00,10:31:00,16:29:00,16:29:00,20:07:00,20:18:00,22:52:00,23:51:00,27:07:00,27:14:00,28:55:00,29:01:00,30:11:00,30:37:00,37:32:00,37:55:00,41:56:00,42:06:00,45:52:00,45:54:00,47:39:43
97,86,180,Lonney,Vogt,male,53,CO,US,00:00:00,03:06:00,03:07:00,05:45:00,05:47:00,07:09:00,07:13:00,10:02:00,10:09:00,16:00:00,16:08:00,19:09:00,19:18:00,22:27:00,22:58:00,26:23:00,26:31:00,28:31:00,28:33:00,30:19:00,30:35:00,36:04:00,36:16:00,41:11:00,41:31:00,45:42:00,45:45:00,47:47:49
98,87,146,Matt,Mahoney,male,52,FL,US,00:00:00,03:01:00,03:01:00,05:31:00,05:36:00,06:57:00,07:11:00,09:56:00,10:04:00,16:32:00,16:48:00,20:11:00,20:24:00,23:48:00,24:12:00,27:50:00,28:13:00,30:17:00,30:29:00,32:06:00,32:17:00,37:30:00,37:45:00,42:05:00,42:08:00,46:09:00,46:10:00,""
99,88,41,Joe,Prusaitis,male,53,TX,US,00:00:00,02:40:00,02:49:00,05:56:00,06:05:00,07:26:00,07:26:00,10:10:00,10:28:00,16:53:00,17:40:00,21:01:00,21:05:00,24:09:00,24:37:00,27:37:00,27:41:00,29:49:00,29:53:00,31:06:00,31:33:00,37:10:00,37:50:00,43:07:00,"","","",""
100,89,147,Leonard,Martin,male,54,TN,US,00:00:00,03:21:00,03:21:00,06:14:00,06:15:00,07:45:00,07:46:00,11:15:00,11:24:00,18:17:00,18:37:00,21:43:00,21:49:00,25:08:00,25:27:00,28:24:00,28:29:00,30:37:00,30:46:00,32:34:00,32:42:00,38:06:00,38:19:00,43:09:00,"","","",""
101,12,144,Kathie,Lang,female,58,OR,US,00:00:00,03:19:00,03:19:00,06:20:00,06:23:00,07:49:00,07:53:00,10:48:00,10:58:00,17:31:00,17:41:00,20:32:00,20:35:00,23:23:00,23:43:00,27:03:00,27:13:00,29:30:00,29:34:00,31:16:00,31:42:00,40:32:00,"","","","","",""
102,90,101,Fred,Abramowitz,male,56,CO,US,00:00:00,02:49:00,02:53:00,05:27:00,05:29:00,06:49:00,06:51:00,09:30:00,09:38:00,14:52:00,14:59:00,17:47:00,17:52:00,20:48:00,21:00:00,24:15:00,24:28:00,27:04:00,27:07:00,28:55:00,29:22:00,"","","","","","",""
103,91,121,Nigel,Finney,male,61,MN,US,00:00:00,02:45:00,02:45:00,05:18:00,05:20:00,06:38:00,06:41:00,09:25:00,09:37:00,15:49:00,16:13:00,19:02:00,19:11:00,22:13:00,22:37:00,25:54:00,26:10:00,28:26:00,28:31:00,30:07:00,"","","","","","","",""
104,92,43,Duane,Nelson,male,51,OR,US,00:00:00,02:51:00,02:53:00,05:31:00,05:33:00,06:49:00,06:55:00,09:49:00,09:57:00,16:26:00,16:34:00,19:46:00,19:49:00,22:48:00,23:03:00,26:46:00,26:52:00,29:27:00,29:35:00,31:12:00,31:20:00,"","","","","","",""
105,13,171,Michelle,Schwartz,female,39,CO,US,00:00:00,02:49:00,02:53:00,05:27:00,05:29:00,06:49:00,06:51:00,09:31:00,09:38:00,14:52:00,15:06:00,18:31:00,18:33:00,22:19:00,22:42:00,26:03:00,26:44:00,29:04:00,29:07:00,31:27:00,"","","","","","","",""
106,93,102,Roger,Ackerman,male,61,GA,US,00:00:00,02:56:00,02:59:00,05:49:00,05:56:00,07:21:00,07:27:00,10:25:00,10:43:00,16:24:00,16:36:00,19:34:00,19:44:00,22:36:00,23:05:00,26:38:00,26:48:00,29:01:00,29:07:00,31:38:00,"","","","","","","",""
107,94,108,Mark,Blenden,male,58,TX,US,00:00:00,03:10:00,03:14:00,05:53:00,06:01:00,07:19:00,07:23:00,10:06:00,10:29:00,16:27:00,16:47:00,19:38:00,19:42:00,22:38:00,23:53:00,26:57:00,27:15:00,29:45:00,29:51:00,31:55:00,32:17:00,"","","","","","",""
108,95,106,James,Ballard,male,57,OR,US,00:00:00,03:23:00,03:23:00,06:29:00,06:34:00,08:00:00,08:03:00,11:11:00,11:23:00,17:53:00,18:00:00,21:15:00,21:21:00,24:30:00,24:43:00,28:02:00,28:10:00,30:33:00,30:39:00,32:58:00,"","","","","","","",""
109,14,114,Letha,Cruthirds,female,54,TX,US,00:00:00,03:28:00,03:28:00,06:36:00,06:40:00,08:08:00,08:11:00,11:13:00,11:30:00,18:52:00,19:18:00,22:53:00,23:00:00,26:04:00,26:22:00,29:42:00,29:55:00,32:26:00,32:32:00,34:32:00,"","","","","","","",""
110,96,134,Mark,Hartell,male,43,,,00:00:00,02:05:00,02:05:00,03:46:00,03:47:00,04:39:00,04:39:00,06:23:00,06:24:00,09:47:00,09:48:00,11:24:00,11:25:00,12:51:00,12:56:00,15:38:00,16:49:00,"","","","","","","","","","",""
111,97,103,John,Anderson,male,29,CO,US,00:00:00,02:07:00,02:08:00,03:58:00,04:00:00,04:56:00,04:58:00,06:50:00,06:55:00,10:33:00,10:40:00,12:24:00,12:25:00,14:08:00,18:19:00,"","","","","","","","","","","","",""
112,98,16,Jim,Baker,male,57,OK,US,00:00:00,02:37:00,02:37:00,04:55:00,04:57:00,06:00:00,06:02:00,08:16:00,08:26:00,13:04:00,13:22:00,15:39:00,15:46:00,18:35:00,"","","","","","","","","","","","","",""
113,99,11,Jake,Jones,male,34,CO,US,00:00:00,02:14:00,02:14:00,04:06:00,04:06:00,05:04:00,05:06:00,07:06:00,07:13:00,11:16:00,11:17:00,13:43:00,13:54:00,16:14:00,19:05:00,"","","","","","","","","","","","",""
114,100,120,Mike,Farris,male,52,CO,US,00:00:00,02:11:00,02:11:00,04:23:00,04:26:00,05:25:00,05:28:00,07:31:00,07:37:00,12:11:00,12:25:00,14:43:00,14:46:00,17:32:00,19:36:00,"","","","","","","","","","","","",""
115,101,176,David,Terry,male,46,OR,US,00:00:00,02:27:00,02:27:00,04:34:00,04:38:00,05:39:00,05:42:00,07:57:00,08:03:00,12:47:00,13:01:00,15:53:00,15:59:00,19:38:00,"","","","","","","","","","","","","",""
116,102,39,Wendell,Doman,male,48,CA,US,00:00:00,02:53:00,02:53:00,05:49:00,05:51:00,07:11:00,07:19:00,10:03:00,10:04:00,16:19:00,16:34:00,19:46:00,19:54:00,23:00:00,23:49:00,"","","","","","","","","","","","",""
117,103,174,Edward,Strickland,male,51,CO,US,00:00:00,03:00:00,03:00:00,05:46:00,05:49:00,07:09:00,07:16:00,09:53:00,10:10:00,16:26:00,16:33:00,20:00:00,20:06:00,23:29:00,23:54:00,"","","","","","","","","","","","",""
118,104,157,Steve,Pattillo,male,57,NM,US,00:00:00,03:02:00,03:02:00,05:34:00,05:37:00,06:57:00,07:14:00,10:01:00,10:12:00,15:55:00,16:23:00,19:31:00,19:53:00,23:45:00,24:00:00,"","","","","","","","","","","","",""
119,15,109,Elizabeth,Bouquet,female,56,CO,US,00:00:00,03:00:00,03:00:00,05:40:00,05:44:00,07:11:00,07:16:00,10:06:00,10:20:00,16:24:00,16:52:00,20:17:00,20:27:00,24:05:00,"","","","","","","","","","","","","",""
120,16,160,Deb,Pero,female,53,NM,US,00:00:00,02:58:00,03:00:00,05:43:00,05:46:00,07:03:00,07:11:00,09:49:00,09:59:00,15:47:00,16:12:00,19:31:00,19:44:00,24:16:00,"","","","","","","","","","","","","",""
121,17,185,Allie,Wood,female,46,MT,US,00:00:00,03:16:00,03:18:00,06:23:00,06:25:00,07:55:00,07:57:00,11:00:00,11:11:00,17:59:00,18:13:00,21:42:00,21:46:00,"","","","","","","","","","","","","","",""
122,105,32,Odin,Christensen,male,60,CO,US,00:00:00,02:35:00,02:36:00,04:58:00,05:00:00,06:12:00,06:15:00,08:49:00,09:03:00,14:41:00,"","","","","","","","","","","","","","","","","",""
123,106,159,Steve,Pero,male,56,NM,US,00:00:00,02:35:00,02:39:00,04:52:00,04:54:00,06:06:00,06:10:00,08:32:00,08:41:00,15:21:00,"","","","","","","","","","","","","","","","","",""
124,107,190,Neil,Blake,male,42,NM,US,00:00:00,02:44:00,02:44:00,05:19:00,05:23:00,06:32:00,06:34:00,09:06:00,09:26:00,14:41:00,18:55:00,"","","","","","","","","","","","","","","","",""
125,108,175,Jim,Sweatt,male,52,AR,US,00:00:00,03:17:00,03:17:00,06:46:00,06:50:00,08:25:00,08:28:00,11:37:00,11:48:00,19:43:00,"","","","","","","","","","","","","","","","","",""
126,109,161,Rollin,Perry,male,68,IA,US,00:00:00,03:32:00,03:32:00,07:00:00,07:05:00,08:39:00,08:44:00,11:53:00,12:03:00,19:47:00,"","","","","","","","","","","","","","","","","",""
127,18,116,Vickie,DeVita,female,54,CA,US,00:00:00,03:23:00,03:26:00,06:36:00,06:39:00,08:15:00,08:18:00,11:38:00,11:44:00,20:13:00,"","","","","","","","","","","","","","","","","",""
128,110,118,Jim,Drummond,male,55,,,00:00:00,03:14:00,03:15:00,06:41:00,06:45:00,08:17:00,08:21:00,11:39:00,11:45:00,20:13:00,"","","","","","","","","","","","","","","","","",""
129,111,129,Jerry,Gray,male,61,CO,US,00:00:00,02:37:00,02:38:00,05:03:00,05:06:00,06:18:00,06:18:00,09:10:00,"","","","","","","","","","","","","","","","","","","",""
130,112,154,Mark,Morris,male,49,TX,US,00:00:00,02:30:00,02:30:00,04:49:00,04:53:00,06:12:00,06:20:00,08:57:00,09:14:00,"","","","","","","","","","","","","","","","","","",""
131,113,150,Steve,McBee,male,42,AR,US,00:00:00,02:35:00,02:36:00,05:27:00,05:42:00,06:58:00,07:14:00,10:08:00,"","","","","","","","","","","","","","","","","","","",""
132,114,40,Chuck,Kroger,male,61,CO,US,00:00:00,03:18:00,03:18:00,06:20:00,06:24:00,07:49:00,07:55:00,11:21:00,"","","","","","","","","","","","","","","","","","","",""
133,115,186,James,Wrublik,male,18,CO,US,00:00:00,02:53:00,02:53:00,05:43:00,06:18:00,07:42:00,07:47:00,11:48:00,"","","","","","","","","","","","","","","","","","","",""
134,116,164,John,Powell,male,44,WA,US,00:00:00,02:43:00,02:43:00,06:20:00,06:25:00,07:56:00,08:03:00,12:23:00,"","","","","","","","","","","","","","","","","","","",""
